star_id,stellar_magnitude,sp_type5,sp_type_value5,m_star,r_star,teff,lum,dilution,noise1,n_planets,planet_id,radius,rprs,period_days,t_dur,T0,cosi,a,e,w,impact,transiting,n1,tcen1,N1,SNR1,detectable1,RA,Dec,lon,lat,max_sectors,priority,prior,sec1,sec2,sec3,sec4,sec5,sec6,sec7,sec8,sec9,sec10,sec11,sec12,sec13,sec14,sec15,sec16,sec17,sec18,sec19,sec20,sec21,sec22,sec23,sec24,sec25,sec26,sini,t_in,t_in/t_dur,obs_time
1822339,12.0032,G,3,0.99000001,657709017.5898,5604.0,0.79459846,0.096028216,0.0008430904973634346,1,0,86588261.0,0.12318964540588867,42.722071058739466,341.6196110685616,1349.124350611321,0.01,35720795685.62379,0.1035046530576376,1.1938052083641209,0.4869795665344293,1,1,1520.0126348462784,11,54.46892747227992,1,125.41583088133801,-11.6917499453881,131.052975181141,-30.2234552768125,1.0,0,1824.085440728445,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,51.0262297969179,0.1493656340082805,25.692610878630465
1842426,10.5405,A,1,1.86,1120230136.6,7835.0,8.807635300000003,0.020778866,0.00037334307752784525,4,0,138938768.00000003,0.1160553526415968,22.826851806892613,414.7305431542875,1337.9643506113212,0.01,29023036872.83445,0.06842894484123628,-1.4765485471872026,0.27494449546638056,1,1,1566.2328686802468,13,127.4272334173003,1,147.603964819538,-35.6208975083944,166.253637387248,-45.039913902870296,1.0,0,1853.1095096672973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,48.813754038847385,0.1176999255169103,35.461737142477105
1850485,11.5527,G,3,1.0039999,706672935.4999999,5655.3999,0.95142806,0.031187279,0.0006467182338804608,1,0,93800233.0,0.12420367389118928,15.569106233012713,205.20404043293993,1325.9243506113212,0.03,18310275146.51931,0.05103979184512953,2.858849314766712,0.7595031540668133,1,1,1528.3227316404862,7,61.201948898782476,1,123.818858568742,-5.592524286266952,127.577952577403,-24.7280637344087,1.0,0,2135.144498362757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995498987044118,54.12831123366096,0.26377799929992085,23.207690429088373
1878143,11.8002,G,3,1.03,864171105.4490001,5766.0,1.537396,0.053618666,0.0007469828880099773,1,0,37614384.0,0.040728948377150215,23.93409309272812,381.8596475322966,1326.7143506113212,0.01,24597912451.68429,0.18393366932740285,3.0473448739820994,0.2685984488949759,1,1,1518.1870953531454,12,7.3013456287179235,1,118.31006692289,-5.89399241579268,121.739512693331,-26.26757473383609,1.0,0,1366.9725734821332,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,16.307792943958617,0.04270624835419235,
1894797,12.9304,F,2,1.2,766020803.8000001,6226.0,1.6421255,0.006056894100000001,0.0015154130764119373,2,0,126674593.0,0.15473834124980868,13.469224249547947,283.800654081228,1329.7843506113209,0.01,17642630166.792416,0.0556271551535998,2.5761059759436304,0.22152692103802696,1,1,1518.3534901049934,10,49.66406940780608,1,134.810615321184,-0.2809806001172789,137.361143904639,-16.660185586838402,1.0,0,807.3803746756712,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,42.605083919412344,0.15012327599223266,35.360581394273986
1924556,11.4167,F,2,1.1799999,1157377325.7,6174.0,3.6249838,0.17795393,0.0005984342332047022,2,0,93182246.0,0.07533680331098709,13.985664953929675,217.1062150645666,1337.5043506113213,0.06,17989700346.0561,0.04102301783886363,2.230530784048753,0.8960246352610491,1,1,1519.3179950124072,7,21.30191571174348,1,119.137551327075,-8.28750492815799,123.222468756837,-28.4282324613831,1.0,0,1100.8830418840923,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9981983770774224,75.68072935625473,0.34858849772562966,
1940810,10.7999,F,2,1.64,1345060699.2,7284.0,9.4852867,0.0066061099,0.00042708184131126984,3,2,48661698.0,0.0338527816189767,31.553335180401163,557.0057114475809,1333.814350611321,0.01,34534458912.275345,0.05128720630412941,-0.6911503837897544,0.26303123940384193,1,1,1523.1343616937274,19,11.619698278572733,1,133.37997044736701,-22.470456187242398,143.82015684822,-38.157700061992095,1.0,0,1231.2496901769114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,19.781466202888552,0.035513937822072336,7.309219999921665
1946459,11.9216,F,2,1.24,1216280067.6000001,6305.0,4.3540816,0.21324363,0.0008028091963749975,1,0,90697556.0,0.06977678877768084,40.11070118167537,503.38673834624603,1332.2443506113214,0.02,36919452926.04964,0.06408696606266415,-2.5446900494077327,0.6231643448421934,1,1,1492.6871553380222,17,20.610382873299613,1,115.759322576047,-6.1470982779050605,119.01722846978201,-27.0285425582188,1.0,0,761.7410191116388,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999799979995999,54.206421791114494,0.10768345222839289,20.65083542521823
1947287,11.390999999999998,F,2,1.515,1088375778.6,6935.0,5.1030831,0.52328229,0.0005897991806345636,1,0,129777270.0,0.11157547640044477,26.222023952176247,400.45281112301683,1345.7943506113209,0.02,29729632680.805508,0.036246506909269685,-0.03141592653589796,0.5427124610302799,1,1,1555.5705422287306,5,30.98403282447075,1,131.340776606644,-30.162277258424698,145.282297457672,-45.9887143336263,2.0,0,1732.2580830091892,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999799979995999,58.71373824671624,0.14661836954536875,31.842227738447573
1958159,9.9392996,A,1,1.77,1266127269.3,7615.0,10.039732,0.049695589000000005,0.00027836650641005966,1,0,64041292.0,0.04732947710156392,54.45859834507692,398.0178833472116,1362.844350611321,0.02,50969446910.57363,0.005512262590255685,-3.0159289474462017,0.8004880279001926,1,1,1526.220145646552,13,27.64106280618309,1,124.809944291408,-34.5242281107942,139.961072115474,-52.0981613685136,1.0,0,2068.4119730837524,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999799979995999,49.261326877764255,0.12376661687533032,14.345732045626033
1974303,11.7699,A,1,1.67,1399373144.6510003,7345.0,10.61503,0.29192984,0.0007337693856614512,1,0,124597647.00000001,0.08331540113612179,14.639932976505172,468.3895170677188,1337.7743506113209,0.01,20822813464.812576,0.07598226170393076,2.6703537555513246,0.14209151406145434,1,1,1528.0934793058884,15,28.35944264569821,1,122.158888859927,-26.620673432059398,132.67368658277002,-45.4107098534969,1.0,0,675.3208756893628,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,38.04689303705548,0.08122917283726216,21.046722434002955
1978536,12.2306,F,2,1.21,1364952285.2,6247.4399,5.2860527,0.032128047,0.0009684501208550596,2,1,75814900.0,0.05197399262173125,19.15389050684375,333.29370445415594,1334.064350611321,0.05,22372146248.248142,0.03981211596958205,-0.18849555921538771,0.8190843349487887,1,1,1525.603255679758,11,8.963088117375733,1,121.661128606711,-7.16535535810686,125.68304016551001,-26.7675014465793,1.0,0,531.1492873988973,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998749217771909,49.042158565943794,0.1471439691495567,23.17247438059837
1979492,11.5874,F,2,1.11,758550956.849,6004.0,1.3925707,0.016272006999999998,0.000659769953199446,1,0,96928394.0,0.11956807584768747,10.582821008221016,263.91795609158726,1333.7843506113209,0.01,14636924052.57634,0.0600192576823505,1.9163715186897743,0.1808196161538416,1,1,1524.2751287593012,9,63.96600667103154,1,132.688059065156,-14.6977526497065,139.943146668873,-31.0378505619347,1.0,0,1881.9166805982888,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,30.611327033948807,0.11598804222068838,8.391838841452614
1994936,12.0789,F,2,1.21,1341617924.7,6238.0,5.0760736,0.0094382549,0.0008825905616389532,1,0,95902663.0,0.06688839861984079,23.63470663627343,489.8599569226562,1339.2943506113209,0.03,25737703495.78293,0.004292990117761165,2.4504422698000385,0.5702597593969998,1,1,1528.372003701509,16,20.087345546167526,1,133.482893062341,-8.94214247135139,138.767151357366,-25.323057746802,1.0,0,598.0913328017365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995498987044118,46.119035801294466,0.09414738875783674,38.31676274757413
2034737,12.0697,F,2,1.24,2254669542.5,6316.0,15.066884,0.50650978,0.0008776761957953843,2,0,119042134.99999999,0.04940453238440437,26.67452204487173,571.3965565121002,1349.404350611321,0.07,28128474870.54201,0.05972534552700351,2.7646015351590174,0.8459985425655783,1,1,1536.1260049254233,19,8.04644619382031,1,124.982926264661,-27.5964478307413,136.514695328829,-45.5486557420057,1.0,0,276.0650313954612,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9975469913743412,92.14963616801947,0.16127089867414707,5.344876320705391
2038171,9.1036196,F,2,1.291,987290355.1999999,6414.0,3.0725033,0.0020573281,0.00019390991152234461,1,0,25388435.0,0.02406245974494396,40.7069212033404,327.72035084555193,1332.6743506113212,0.02,37788713868.652695,0.0047984735343070215,3.078760800517997,0.7603467927501899,1,1,1536.2089566280233,11,9.882886473766414,1,129.389565325978,-13.8337705268602,136.07920427672198,-31.190129351372505,1.0,0,4312.237936659286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999799979995999,18.083082492100832,0.05517839354634106,
2053399,12.3042,F,2,1.66,1249859290.4,7327.0,8.3851938,0.17520449,0.0010135987237812317,2,0,63416934.00000001,0.04747807505676,33.763390655252984,479.6994585148251,1356.7843506113209,0.02,36275042041.90028,0.2568246006197261,0.3141592653589796,0.4990919218517653,1,1,1525.6013038875863,16,7.569491394234806,1,117.56851425305099,-12.886946146744304,122.64939458061899,-33.2542463935016,1.0,0,579.1783597254333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999799979995999,29.248912133468387,0.060973410776873856,
2065888,12.4561,F,2,1.35,1132318100.3999999,6546.0,4.3845797,0.098463289,0.0011147710430253626,2,1,83472842.0,0.06898040413187463,31.402858808645984,504.5047047667764,1352.7143506113212,0.01,32262541273.219807,0.029827523054541824,-1.7278759594743864,0.29143090174843184,1,1,1541.131503463197,16,15.543192791274253,1,119.46271629739401,-12.1429151853168,124.590448342033,-32.1122085775599,1.0,0,610.7053325519488,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,36.46054382872029,0.07226997783018765,3.1226246362819947
2074309,11.043,A,1,1.8099999,1068560698.7,7695.0,7.4562912,1.1858139,0.00048640319483198426,2,1,120208027.99999999,0.10526482181096627,80.54415368185529,506.0269590598454,1374.814350611321,0.01,66658682337.918076,0.009515488728883572,0.06283185307179592,0.6193899232811768,1,1,1535.9026579750314,17,42.9715854817504,1,126.13777392397101,-44.7792684476569,149.582378809418,-60.960083260829286,2.0,0,2159.184974539704,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,79.8235219803621,0.15774559151683806,
2076652,12.5386,F,2,1.35,2283567913.449,6545.0,17.821901,0.68457752,0.0011746315607730278,1,0,123132317.00000001,0.05045533610865094,81.4504390013026,1397.0150548573747,1348.634350611321,0.01,60904315756.748924,0.0411769362522084,0.4084070449666728,0.26029017198539034,1,1,1511.5352286139264,47,8.820038272073088,1,113.165914022191,-11.5024847530951,117.28868606948099,-32.7731841062667,1.0,0,202.3706385733617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,73.20875389726297,0.052403697184735816,
2077108,12.5503,G,3,1.0700001,1748213140.251,5902.1802,6.9075631999999985,0.097735226,0.0011834204631510532,1,0,126145800.0,0.06751921727358458,9.954418402174657,597.5904915020127,1325.414350611321,0.01,13880754057.24797,0.0988847361398677,-0.03141592653589796,0.07836236635788703,1,1,1524.5027186548155,20,15.693980926066295,1,122.91001650878401,-7.414449056958443,127.09672639705099,-26.7147211259798,1.0,0,299.8744198694357,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,39.233682333033514,0.06565312348665672,2.016369214794871
2082402,12.2463,G,3,1.0190001,1312364774.1000001,5715.0,3.421865,0.30681464,0.0009778808447159692,2,0,119660122.0,0.08531862750664919,14.010288656247136,445.52496541842004,1333.9743506113214,0.04,17151311066.353071,0.030211559730020262,-2.701769682087222,0.5256955260332066,1,1,1502.0978144862875,15,22.061417847704078,1,115.68753369531099,-23.799060352708892,123.642088986276,-44.2839998586549,2.0,0,789.0731713011937,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991996797437437,49.52423920961783,0.11115929084491721,24.69743835600922
2088076,12.8063,F,2,1.46,1512031784.9000003,6800.0,9.104291,0.35710129,0.0013963213723550535,1,0,122539814.00000001,0.07583422975398099,12.508528604296947,502.4534543538767,1330.5543506113208,0.01,17927908564.584732,0.041090888908720834,1.2880529879718148,0.11314428942368365,1,1,1518.182279675776,17,12.512882658664262,1,124.621244443456,-20.5455591453368,133.156601789346,-38.9404334229378,1.0,0,315.96814409648624,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,37.041174686498344,0.0737206090743887,12.908701385817727
2094009,12.6322,F,2,1.14,1076287814.8,6082.0,2.9521,0.23075634,0.0012471324650461253,1,0,94717657.0,0.08234770631699832,21.785015508912654,367.68861353647554,1334.7843506113209,0.03,23897257248.785316,0.07408833429119617,2.9845130209103035,0.6506557468724751,1,1,1509.0644746826224,12,15.304141432793255,1,111.94826140956499,-7.9653447472646395,115.17151992094801,-29.5067754150989,1.0,0,589.0672060478214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995498987044118,49.036482779080956,0.1333641591656643,20.52143258338937
2110742,10.1652,G,3,1.0140001,822197146.5,5696.0,1.3253136,0.16183279,0.0003098741236961477,2,1,80650489.0,0.09178675657548896,35.82536679908182,410.8179074528215,1344.4343506113212,0.01,32019481055.80924,0.017446661949337673,-1.6022122533307943,0.3936873937824889,1,1,1523.5611846067306,13,84.37286231565851,1,119.757776966245,-21.622778425917488,127.845555209366,-41.231966783307904,1.0,0,3550.7558102039266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,42.155980907678696,0.1026147598313248,24.929341080398544
2111830,11.5319,K,4,0.67799997,500397188.68,4339.0,0.16530119,0.03139339,0.0006390415353763768,1,0,24872384.0,0.046510556609685415,21.599949387728017,231.83188380355782,1334.7943506113209,0.01,19982641939.60089,0.11960219723966466,-2.3247785636564466,0.42845370487472095,1,1,1507.5939457131449,8,9.283134373340832,1,97.04757374988708,-25.0655234156996,99.61167866757168,-48.2699296946533,1.0,0,3626.3413950365625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,12.769763774219545,0.05508199978670739,
2117499,8.5603704,A,1,2.4230001,2118189684.751,9520.0,68.638176,0.10189577,0.0001583677991615889,2,1,121036258.0,0.05346869981255418,18.00293973589423,449.8066459848284,1328.6843506113212,0.06,27057517941.73126,0.02749611148172765,3.078760800517997,0.759629930197223,1,1,1508.713747970263,15,63.450855123851404,1,107.02939141598499,-28.2003097996153,113.801336314328,-50.2419491722634,1.0,0,1680.1803887513522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9981983770774224,53.52702282803017,0.11900007104349365,21.837108993692887
2126839,11.9316,A,1,2.48,2019900211.551,9719.0,67.80046800000001,0.28929192,0.0008076223611568438,1,0,134759391.99999997,0.0624278117554149,33.661741805889484,766.001755148272,1329.604350611321,0.01,41385620964.84628,0.009722999826074784,-0.6597344572538565,0.2047762909544584,1,1,1497.9130596407683,24,18.335900734830197,1,103.95938195892799,-13.1088107000144,106.824832426024,-35.73631856147421,1.0,0,353.807356546448,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,48.09138076287353,0.06278233755948075,20.099244319056186
2154231,11.4622,G,3,1.02,932254648.9,5709.0,1.7194858,0.11285053,0.0006140947665643443,1,0,131280825.99999999,0.1317697514476064,25.596907413248328,319.3191076455502,1333.874350611321,0.03,25640879334.397373,0.10615490479483528,0.6597344572538565,0.7610756493820326,1,1,1538.6496099173078,10,80.34506755757221,1,119.572156831098,-11.519769244373501,124.544018302537,-31.4811560795372,1.0,0,1483.9963504779569,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995498987044118,89.60792826990705,0.28062187988253245,
2169762,12.2115,A,1,1.67,1725449028.4,7342.0,16.112026,0.65948814,0.0009571197940535287,2,0,118717214.0,0.06438141919672369,24.655788096210326,351.0985272630014,1325.834350611321,0.05,29475370686.998745,0.09832987521318708,-2.5761059759436304,0.8871965057562884,1,1,1498.4248672847928,12,9.040058978777829,1,98.2093387538129,-6.43243313520288,99.39242462994841,-29.604445375482,1.0,0,378.13821208203285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998749217771909,96.39433895386495,0.274550678709221,
2173483,12.9231,F,2,1.2,1286923018.3,6228.0,4.6407328,0.10328685,0.0015080881946141127,2,1,121889972.00000001,0.08862666196222914,17.059464868765517,330.0801255630347,1329.154350611321,0.05,20652781190.360504,0.0015535575554102704,-0.7539822368615503,0.7981093165055644,1,1,1499.7489992989751,11,15.657050237810939,1,115.841151386434,-0.609240387819475,117.949590351123,-21.576120635844912,1.0,0,372.57565376459604,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998749217771909,73.31077208930412,0.2220999279016092,
2180359,11.7975,F,2,1.362,971119747.6999999,6566.0,3.2646747000000005,0.32562876,0.0007457941436449728,1,0,138295296.99999997,0.1332550294713773,12.450634055200345,292.26823684645825,1330.0043506113213,0.03,17463362708.180187,0.024364922484005184,-2.3247785636564466,0.5453894461644905,1,1,1491.862593328927,10,56.79712239695046,1,111.410521104118,-13.641451407944501,115.726142792622,-35.1881301137639,1.0,0,1149.322525961893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995498987044118,50.8144862638573,0.1738624997780804,21.497620336032757
2215530,12.9246,F,2,1.22,987033016.4999999,6264.0,2.7935517000000005,0.66532975,0.0015095899323117586,1,0,122406023.0,0.11604330560043488,21.897439258467337,379.7406951033136,1345.5043506113213,0.02,24527692322.328026,0.0007135173490136664,-1.413716694115407,0.4941585251733791,1,1,1498.7864254205926,13,19.31312840882458,1,108.33602154591699,-15.4169717802721,112.45419009628999,-37.4377683975477,1.0,0,554.1324136891582,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999799979995999,54.11692043810001,0.14251019481432395,21.028723476075363
2222818,12.3138,F,2,1.59,1455319829.9490001,7137.0,10.234535,0.72880048,0.0010196668028123065,1,0,128993637.0,0.08293900574905726,36.466379370802386,657.8610369905944,1346.824350611321,0.01,37641651068.76496,0.052633884011247405,0.91106186954104,0.2460449155658476,1,1,1529.1562474653326,6,9.558508268795087,1,123.069554158879,-36.3229364651026,138.875575997596,-54.2944542086405,1.0,0,458.220078103405,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,55.35350493253658,0.0841416375497064,13.991445273626663
2227321,11.3231,G,3,0.96799999,717321193.6,5512.27,0.88477874,0.13771127,0.0005676918981106162,1,0,100088410.0,0.13056269668897655,19.475690038430685,271.99663198106043,1340.664350611321,0.02,21000431235.061188,0.02598516167234349,-0.4398229715025711,0.5878795135942244,1,1,1535.4212509956278,10,83.46289926714056,1,123.46988808019199,-5.921862989217041,127.29480724221901,-25.1319101277277,1.0,0,2378.410841831721,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999799979995999,49.59951384296364,0.18235341181142764,23.211389532061364
2244847,11.5373,F,2,1.656,1284085407.051,7315.0,8.792946800000001,0.091886804,0.0006410240806599863,2,1,93711039.00000001,0.06828822533693721,25.324176870546754,461.38832978766396,1348.314350611321,0.02,29921603394.62917,0.02058984476248411,-1.0681415022205296,0.4713566831826149,1,1,1500.2594118346021,16,26.6501515138108,1,102.398591003318,-6.9501294509465,104.215052402176,-29.77962652509409,1.0,0,879.4372472563118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999799979995999,38.639910804384925,0.08374704844001461,
2277933,12.7689,F,2,1.45,2191252871.149,6773.0,18.819027,0.16634525,0.0013625939048109508,2,1,123036752.0,0.05254015426587697,40.102931290502475,1017.0334063205069,1348.314350611321,0.02,38890895096.571686,0.1040161120883138,1.0995574287564278,0.3192815155469063,1,1,1508.726075773331,34,10.128113948123607,1,100.65267170168501,-7.389687236576639,102.26830149846,-30.3764129971732,1.0,0,185.59440370707446,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999799979995999,57.52488489010684,0.05656145071795066,19.086144377145565
2356497,12.6889,F,2,1.35,851276419.5999999,6540.0,2.4691229,0.15446343,0.0012935836455564415,4,1,93691926.0,0.1029865588511296,13.73389170268342,297.6397390173704,1338.0143506113209,0.01,18588664729.48048,0.16976020927394875,-0.4398229715025711,0.227125855916198,1,1,1502.8210510435224,10,22.458792236346792,1,107.456758973532,-12.157505460371599,110.80448680433001,-34.3445391349891,1.0,0,807.3644901159062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,30.52808085466698,0.10256722088069481,1.6448454796845333
2361550,12.7053,F,2,1.52,1868828414.9,6958.0,15.246306,0.31270728,0.0013073927558785732,3,2,133421481.99999999,0.06680443810466623,28.057106204833985,543.4704725081898,1337.7443506113214,0.05,31135150737.60304,0.09138773417108424,1.036725575684632,0.7609033004148842,1,1,1506.0869878403257,18,11.032474072630857,1,108.00864163451901,-28.962753384137002,115.356068199599,-50.82873003670179,1.0,0,245.58953021242215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998749217771909,80.23602537816143,0.14763640241182066,1.7447641986739528
2367615,10.8999,F,2,1.35,2011053254.8,6542.0,13.796812,0.53079009,0.0004503442931811781,1,0,74661749.00000001,0.03473950068081793,23.9364534018682,731.1705698339192,1333.0243506113209,0.04,26921069994.003757,0.0576377785354921,1.4765485471872026,0.5014838986762176,1,1,1500.5795244243984,24,8.576151789707291,1,112.85582893948799,-14.005999020262802,117.49719916767499,-35.2889710804189,1.0,0,638.6898951052467,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991996797437437,33.014406166613874,0.04515281047774241,3.069862360777512
2384990,8.5951405,F,2,1.402,1162294581.4,6654.0,4.9323497000000005,0.09589722,0.000160301272928147,1,0,24764077.0,0.01993677540908772,26.667973012714462,475.6027739346447,1327.404350611321,0.01,29298847354.90489,0.16884297286161148,-0.5340707511102649,0.2661999931190901,1,1,1514.0801617003212,13,8.157831164734272,1,114.382046681427,-0.9915879728535008,116.47838491480101,-22.2175134232194,1.0,0,4083.7464978924077,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,10.037598831832701,0.021105004810615394,
2389560,12.8201,G,3,1.01,1556787783.8490002,5695.0,4.7481217,0.10471599,0.001409011159035715,1,0,93194988.0,0.05601600415685623,89.38560637568833,735.9795021073124,1360.404350611321,0.02,58824743792.77622,0.05201043297525062,-0.7225663103256523,0.7755148433826146,1,1,1539.1755633626974,24,9.875629751050331,1,103.53605243836,-43.8726577544329,114.670280950006,-66.1565470600339,2.0,0,423.86397677998184,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999799979995999,96.82803975575708,0.1315635007204843,
2416728,12.507,A,1,1.85,1308852448.6000001,7804.0,11.834147,0.34532699,0.0011512712463079347,1,0,138957881.0,0.09934396212865387,17.81609144402351,341.2555726320822,1328.354350611321,0.04,24558776351.570072,0.05869188792743767,1.3823007675795087,0.7026512701929376,1,1,1506.5152650515552,11,21.13361460514273,1,107.077087554583,-17.9389058198737,111.427916096936,-40.1162860227582,1.0,0,475.83498867471155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991996797437437,61.468556396267914,0.18012469634463377,5.068350380742794
2458354,12.7473,F,2,1.49,1108691625.7,6875.0,5.1144422999999986,0.10890333,0.0013435473847942592,2,1,118169307.99999999,0.09973392457223153,21.844716065946283,436.73142758159713,1343.9343506113212,0.01,26175855520.21529,0.02888075527782939,0.4398229715025707,0.23153955015502656,1,1,1496.8473630729459,14,24.980616970852324,1,108.01701952222099,-10.5508288127822,111.176224196561,-32.6750903316075,1.0,0,522.9990826355083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,43.531090297657855,0.09967473726063526,20.346027576122225
2461993,11.6259,F,2,1.11,934139481.0,6005.0,2.1133077,0.37044606,0.0006746179311884305,1,0,50056947.0,0.050141995596541054,49.49451989022869,493.79432209770664,1353.844350611321,0.01,40934258652.78076,0.11104623977588066,1.9792033717615691,0.39025139110912505,1,1,1502.3279102820072,16,10.877858196810992,1,98.02080204796688,-22.290877625411095,100.60202835735201,-45.4354037270898,1.0,0,1346.7735973339595,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,28.210311620707785,0.05712968002723578,
2471110,12.2638,F,2,1.45,1150769980.7,6776.3599,5.2005620000000015,0.013144112,0.0009885193264145217,2,1,59441430.0,0.04833366286795274,46.436328024876715,544.0169954592927,1339.9343506113212,0.01,42884706315.22833,0.05902988964422505,-1.2880529879718152,0.39115333251206136,1,1,1479.2433346859516,18,9.896446476261595,1,91.62011882169628,-6.05992135591095,91.85091854032379,-29.488793824383002,1.0,0,672.20558249024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999499987499375,30.014262003777667,0.055171552091746276,
2517455,10.9279,F,2,1.1799999,2112764637.2,6169.7002,12.046137,0.032956854,0.0004571354134411415,1,0,75993288.0,0.03365682156354107,100.07631120890954,1063.7455857023688,1370.094350611321,0.02,66801986205.397995,0.16336318099202726,-2.1362830044410592,0.7093889224935336,1,1,1470.1706618202304,35,14.192312799106944,1,93.8464305920578,-46.6853339282471,97.74057757387928,-70.0212818790174,3.0,0,1012.0667286094259,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999799979995999,69.39073730205028,0.06523245617628866,
